    0.700238227844238281E+00    0.657289624214172363E-01    0.388622283935546875E-03   -0.200611028980712593E+08   -0.690775511231546968E+01    1
    0.680894613265991211E+00    0.341235160827636719E+00    0.291484594345092773E-02   -0.412729721298159193E+07   -0.690875511231548245E+01    1
    0.841179847717285156E+00    0.720214843750000000E-02    0.960534811019897461E-02   -0.404106224677219335E+07   -0.690975511231547301E+01    1
    0.824003875255584717E+00    0.895907998085021973E+00    0.668364763259887695E-02   -0.303327982842580602E+07   -0.691075511231547601E+01    1
    0.921544671058654785E+00    0.242089629173278809E+00    0.159331560134887695E-01   -0.180343702482679626E+07   -0.691175511231546658E+01    1
    0.622772693634033203E+00    0.221333146095275879E+00    0.901722908020019531E-02   -0.177201850725049386E+07   -0.691275511231547579E+01    1
    0.768815636634826660E+00    0.734139084815979004E+00    0.135388374328613281E-01   -0.120551260442422633E+07   -0.691375511231547435E+01    1
    0.962160825729370117E+00    0.390920519828796387E+00    0.248425006866455078E-01   -0.117525695856851013E+07   -0.691475511231548357E+01    1
    0.746511101722717285E+00    0.503106772899627686E+00    0.241991281509399414E-01   -0.836531056172043551E+06   -0.691575511231552209E+01    1
    0.473302602767944336E-02    0.732011914253234863E+00    0.825273990631103516E-02   -0.826192696783615509E+06   -0.691675511231554463E+01    1
    0.989899754524230957E+00    0.690816640853881836E+00    0.296523571014404297E-01   -0.795340696709052660E+06   -0.691775511231549967E+01    1
    0.955963373184204102E+00    0.990341663360595703E+00    0.274922251701354980E-01   -0.771526256730533438E+06   -0.691875511231549378E+01    1
    0.941718459129333496E+00    0.867222547531127930E+00    0.246645212173461914E-01   -0.680559264397135936E+06   -0.691975511231551454E+01    1
    0.319970846176147461E-01    0.142126977443695068E+00    0.148525834083557129E-01   -0.605847937828015303E+06   -0.692075511231548113E+01    1
    0.819141268730163574E-01    0.212224245071411133E+00    0.113026499748229980E-01   -0.555227619473064551E+06   -0.692175511231547080E+01    1
    0.896151363849639893E+00    0.159815669059753418E+00    0.314136147499084473E-01   -0.516162683829092945E+06   -0.692275511231549334E+01    1
    0.436205863952636719E-01    0.237498402595520020E+00    0.224158763885498047E-01   -0.492189525167133776E+06   -0.692375511231548746E+01    1
    0.909864306449890137E-01    0.986825227737426758E-01    0.963997840881347656E-02   -0.487741029199148354E+06   -0.692475511231548957E+01    1
    0.928268253803253174E+00    0.870520770549774170E+00    0.340375900268554688E-01   -0.486624365285781503E+06   -0.692575511231552365E+01    1
    0.914161920547485352E+00    0.912600755691528320E+00    0.370304584503173828E-01   -0.461578048266793252E+06   -0.692675511231553909E+01    1
    0.729721903800964355E+00    0.196295976638793945E-02    0.307902693748474121E-01   -0.364081838168599294E+06   -0.692775511231552343E+01    1
    0.487580299377441406E-01    0.112493216991424561E+00    0.253032445907592773E-01   -0.363874018872834800E+06   -0.692875511231550334E+01    1
    0.355706214904785156E-01    0.474412024021148682E+00    0.560168027877807617E-01   -0.358000957817741612E+06   -0.692975511231548769E+01    1
    0.796750962734222412E+00    0.598316848278045654E+00    0.279163122177124023E-01   -0.345629311899892637E+06   -0.693075511231546315E+01    1
    0.733668267726898193E+00    0.995970189571380615E+00    0.278200507164001465E-01   -0.331674266325544566E+06   -0.693175511231550789E+01    1
    0.122172653675079346E+00    0.333272814750671387E+00    0.223451852798461914E-01   -0.274364963701111847E+06   -0.693275511231550912E+01    1
    0.449519753456115723E+00    0.211903989315032959E+00    0.671041011810302734E-02   -0.265816209566517849E+06   -0.693375511231550057E+01    1
    0.975309491157531738E+00    0.581896424293518066E+00    0.492385625839233398E-01   -0.263944329383563250E+06   -0.693475511231554709E+01    1
    0.179922819137573242E+00    0.899571180343627930E-02    0.901323556900024414E-02   -0.254490521152704605E+06   -0.693575511231551811E+01    1
    0.668041169643402100E+00    0.626113235950469971E+00    0.275508165359497070E-01   -0.240643510775058821E+06   -0.693675511231548558E+01    1
    0.751067459583282471E+00    0.400276362895965576E+00    0.366600751876831055E-01   -0.235009144837563217E+06   -0.693775511231549125E+01    1
    0.848858296871185303E+00    0.532327890396118164E-01    0.477732419967651367E-01   -0.225186237559239933E+06   -0.693875511231549424E+01    1
    0.863014280796051025E+00    0.251884698867797852E+00    0.434936881065368652E-01   -0.220911389443736873E+06   -0.693975511231547948E+01    1
    0.583066403865814209E+00    0.898327767848968506E+00    0.215148925781250000E-01   -0.215332725471324666E+06   -0.694075511231545761E+01    1
    0.763476133346557617E+00    0.462256968021392822E+00    0.407391190528869629E-01   -0.194211563215041620E+06   -0.694175511231546682E+01    1
    0.657958209514617920E+00    0.637208461761474609E+00    0.287865996360778809E-01   -0.191874903684668272E+06   -0.694275511231551334E+01    1
    0.989137172698974609E+00    0.798462867736816406E+00    0.702038407325744629E-01   -0.190042485937365418E+06   -0.694375511231550835E+01    1
    0.115975141525268555E-01    0.926517903804779053E+00    0.907034873962402344E-01   -0.181133357043626718E+06   -0.694475511231550335E+01    1
    0.845520198345184326E+00    0.190189838409423828E+00    0.457414984703063965E-01   -0.170461012555663066E+06   -0.694575511231551523E+01    1
    0.735570669174194336E+00    0.490471720695495605E-01    0.455331802368164062E-01   -0.169008790711186826E+06   -0.694675511231552090E+01    1
    0.232636570930480957E+00    0.591159343719482422E+00    0.801795721054077148E-02   -0.157971584563328535E+06   -0.694775511231551945E+01    1
    0.327646732330322266E-02    0.359839677810668945E+00    0.945302248001098633E-01   -0.151245776826270943E+06   -0.694875511231547005E+01    1
    0.923965036869049072E+00    0.533538997173309326E+00    0.562548637390136719E-01   -0.144858476260053809E+06   -0.694975511231546506E+01    1
    0.912083864212036133E+00    0.516684293746948242E+00    0.708062648773193359E-01   -0.140397439889913134E+06   -0.695075511231549914E+01    1
    0.956637740135192871E+00    0.270030915737152100E+00    0.658897161483764648E-01   -0.130207939395909416E+06   -0.695175511231552257E+01    1
    0.830502450466156006E+00    0.483250617980957031E-01    0.654663443565368652E-01   -0.122724378865738632E+06   -0.695275511231550336E+01    1
    0.956230759620666504E-01    0.134931206703186035E+00    0.537506341934204102E-01   -0.112381716322310560E+06   -0.695375511231547883E+01    1
    0.769807100296020508E-01    0.259130001068115234E+00    0.820943117141723633E-01   -0.108626191645613406E+06   -0.695475511231550136E+01    1
    0.160905539989471436E+00    0.763725578784942627E+00    0.305726528167724609E-01   -0.104802037409546348E+06   -0.695575511231551680E+01    1
    0.454421639442443848E-01    0.567492842674255371E-01    0.115361273288726807E+00   -0.978810855399337306E+05   -0.695675511231548427E+01    1
    0.818695366382598877E+00    0.380858123302459717E+00    0.827894210815429688E-01   -0.974102376847735868E+05   -0.695775511231548727E+01    1
    0.259780287742614746E-01    0.564766228199005127E+00    0.117612719535827637E+00   -0.971828221149136807E+05   -0.695875511231550270E+01    1
    0.269014775753021240E+00    0.705517947673797607E+00    0.524580478668212891E-02   -0.952090802788560977E+05   -0.695975511231551458E+01    1
    0.430175364017486572E+00    0.793594717979431152E+00    0.106897354125976562E-01   -0.885732907827579184E+05   -0.696075511231551580E+01    1
    0.587134957313537598E+00    0.313627243041992188E+00    0.375346541404724121E-01   -0.840926353395925253E+05   -0.696175511231550104E+01    1
    0.219065368175506592E+00    0.520882427692413330E+00    0.309941768646240234E-01   -0.782203064880329330E+05   -0.696275511231553423E+01    1
    0.821443855762481689E+00    0.784273266792297363E+00    0.904439687728881836E-01   -0.764161154147196794E+05   -0.696375511231550171E+01    1
    0.598671197891235352E+00    0.272480845451354980E-01    0.435867905616760254E-01   -0.739105600306536508E+05   -0.696475511231547362E+01    1
    0.866007804870605469E+00    0.938366830348968506E+00    0.830601453781127930E-01   -0.713183909826562449E+05   -0.696575511231551836E+01    1
    0.239566206932067871E+00    0.918412804603576660E+00    0.232488512992858887E-01   -0.705523915801896655E+05   -0.696675511231553202E+01    1
    0.994845390319824219E+00    0.648230552673339844E+00    0.122739017009735107E+00   -0.641634821299270043E+05   -0.696775511231552436E+01    1
    0.785917639732360840E-01    0.346815228462219238E+00    0.117634952068328857E+00   -0.632189769384357714E+05   -0.696875511231550959E+01    1
